"parVals","aed_phytoplankton_micro","aed_phytoplankton_chloro","aed_phytoplankton_diatom","aed_phytoplankton_total"
1.04,2.78251777659608,1.48807359602098,10.3404186430662,14.6110100156833
1.06,2.67653752905923,1.36436732994421,9.84285867768665,13.8837635366901
1.08,2.77208611691642,1.32906865076494,10.2496103650479,14.3507651327293
1.1,2.6678081355492,1.24485780336031,10.3470633195433,14.2597292584528
