"parVals","aed_phytoplankton_micro","aed_phytoplankton_chloro","aed_phytoplankton_diatom","aed_phytoplankton_total"
0.4,2.81524146825546,1.17499775977673,9.81956580586322,13.8098050338954
0.8,2.70261947487296,1.96788741794166,10.0335265089801,14.7040334017947
1.2,2.66996926593629,3.82097924500788,9.76892899172137,16.2598775026655
1.6,2.70027183064774,9.33497614859199,10.185590019074,22.2208379983137
