"parVals","aed_phytoplankton_micro","aed_phytoplankton_chloro","aed_phytoplankton_diatom","aed_phytoplankton_total"
1.04,2.73097371559029,1.31702279692096,20.275915609665,24.3239121221762
1.06,2.73097371559029,1.31702279692096,20.275915609665,24.3239121221762
1.08,2.77208611691642,1.32906865076494,10.2496103650479,14.3507651327293
1.1,2.76893233542047,1.32970321580623,8.21738911719379,12.3160246684205
