time,temp,salt,aed_oxygen_oxy,aed_silica_rsi,aed_nitrogen_amm,aed_nitrogen_nit,aed_phosphorus_frp,aed_organic_matter_don,aed_organic_matter_pon,aed_organic_matter_dop,aed_organic_matter_pop,aed_organic_matter_doc,aed_organic_matter_poc,aed_phytoplankton_green,aed_phytoplankton_crypto,aed_phytoplankton_diatom
2009-04-14 11:00:00,    4.903650,    0.000000,  402.354260,  185.301053,    6.268921,  102.276857,    4.197150,   50.163916,   49.581877,    1.002719,    0.992519,  406.581565,   79.017623,-9999.000000,-9999.000000,   12.354595
2009-04-14 23:00:00,    5.092586,    0.000000,  400.531127,  185.302415,    6.286990,  102.290566,    4.179507,   50.325687,   49.107878,    1.005463,    0.984014,  406.795488,   77.952705,-9999.000000,-9999.000000,   12.296617
2009-04-15 11:00:00,    5.035969,    0.000005,  398.360282,  185.201606,    6.335827,  102.244488,    4.162009,   50.481188,   48.722100,    1.007739,    0.978538,  406.775633,   77.026089,-9999.000000,-9999.000000,   12.034177
2009-04-15 23:00:00,    5.035969,    0.000005,  395.834134,  185.211348,    6.457491,  102.172354,    4.150046,   50.647147,   48.497906,    1.010673,    0.975260,  406.981762,   76.351746,-9999.000000,-9999.000000,   11.354718
2009-04-16 11:00:00,    5.035973,    0.000005,  394.228770,  185.211491,    6.460001,  102.201516,    4.134029,   50.811734,   48.274925,    1.013642,    0.972098,  407.180995,   75.683803,-9999.000000,-9999.000000,   11.268445
2009-04-16 23:00:00,    5.035979,    0.000005,  391.874977,  185.219303,    6.556855,  102.151562,    4.123503,   50.974755,   48.052730,    1.016620,    0.969000,  407.371700,   75.019105,-9999.000000,-9999.000000,   10.710479
2009-04-17 11:00:00,    5.348639,    0.000011,  390.266201,  185.104561,    6.545111,  102.154259,    4.106548,   51.110395,   47.278166,    1.018747,    0.956075,  407.276983,   73.526415,-9999.000000,-9999.000000,   10.932633
2009-04-17 23:00:00,    5.343987,    0.000011,  387.636290,  185.116539,    6.672558,  102.083451,    4.098274,   51.272422,   47.055502,    1.021822,    0.953131,  407.453898,   72.865471,-9999.000000,-9999.000000,   10.240206
2009-04-18 11:00:00,    5.563346,    0.000014,  386.010235,  185.041882,    6.663345,  102.101439,    4.082746,   51.417429,   46.493746,    1.024398,    0.944226,  407.447017,   71.700638,-9999.000000,-9999.000000,   10.376881
2009-04-18 23:00:00,    5.564659,    0.000014,  383.347397,  185.051883,    6.790863,  102.034614,    4.075824,   51.577332,   46.259215,    1.027523,    0.941204,  407.602201,   71.026585,-9999.000000,-9999.000000,    9.700683
2009-04-19 11:00:00,    5.564552,    0.000014,  380.633385,  185.062910,    6.924045,  101.965578,    4.070349,   51.735786,   46.025379,    1.030648,    0.938219,  407.750252,   70.356401,-9999.000000,-9999.000000,    9.006218
2009-04-19 23:00:00,    5.999128,    0.000021,  380.736996,  184.848740,    6.722372,  102.111818,    4.045327,   51.856764,   45.004764,    1.032758,    0.920918,  407.548921,   68.534025,-9999.000000,-9999.000000,   10.406291
2009-04-20 11:00:00,    6.250317,    0.000031,  380.635526,  184.597274,    6.561040,  102.211289,    4.021610,   51.978516,   44.137852,    1.034787,    0.907259,  407.260185,   66.948527,-9999.000000,-9999.000000,   11.456023
2009-04-20 23:00:00,    6.256613,    0.000031,  379.506457,  184.555549,    6.586698,  102.224411,    4.010919,   52.127027,   43.714295,    1.037972,    0.900627,  407.373083,   66.019085,-9999.000000,-9999.000000,   11.465116
2009-04-21 11:00:00,    6.176922,    0.000037,  378.219910,  184.401905,    6.613593,  102.197037,    3.999152,   52.261246,   43.266530,    1.040419,    0.894950,  407.193989,   65.062564,-9999.000000,-9999.000000,   11.426581
2009-04-21 23:00:00,    6.222294,    0.000037,  377.128833,  184.348108,    6.638936,  102.210463,    3.989424,   52.403788,   42.853478,    1.043586,    0.888580,  407.287504,   64.165707,-9999.000000,-9999.000000,   11.463657
2009-04-22 11:00:00,    6.280575,    0.000046,  375.692046,  184.155190,    6.666741,  102.177172,    3.978135,   52.531035,   42.408890,    1.045874,    0.883340,  407.028866,   63.228896,-9999.000000,-9999.000000,   11.451293
2009-04-22 23:00:00,    6.321050,    0.000046,  373.255233,  184.152604,    6.775416,  102.131243,    3.972132,   52.675965,   42.175714,    1.049183,    0.880846,  407.108247,   62.599285,-9999.000000,-9999.000000,   10.951656
2009-04-23 11:00:00,    6.414112,    0.000056,  372.938288,  183.898406,    6.719409,  102.157555,    3.958261,   52.792552,   41.565252,    1.051323,    0.872210,  406.813668,   61.441585,-9999.000000,-9999.000000,   11.482209
2009-04-23 23:00:00,    6.607702,    0.000056,  371.996747,  183.832998,    6.747427,  102.170861,    3.949773,   52.929021,   41.180775,    1.054569,    0.866560,  406.873533,   60.608579,-9999.000000,-9999.000000,   11.528241
2009-04-24 11:00:00,    6.704125,    0.000063,  370.138070,  183.667995,    6.780003,  102.140086,    3.940062,   53.051245,   40.753731,    1.057025,    0.861574,  406.622887,   59.719843,-9999.000000,-9999.000000,   11.472587
2009-04-24 23:00:00,    7.157908,    0.000063,  369.726587,  183.590420,    6.797133,  102.163026,    3.931527,   53.186891,   40.338724,    1.060361,    0.855362,  406.666704,   58.848134,-9999.000000,-9999.000000,   11.600402
2009-04-25 11:00:00,    7.222928,    0.000069,  367.727673,  183.481596,    6.842380,  102.135257,    3.922915,   53.314313,   39.948595,    1.063154,    0.850959,  406.469315,   58.013372,-9999.000000,-9999.000000,   11.424661
2009-04-25 23:00:00,    7.224982,    0.000068,  366.414234,  183.450928,    6.849998,  102.165741,    3.914765,   53.447195,   39.521837,    1.066524,    0.844549,  406.494433,   57.134302,-9999.000000,-9999.000000,   11.473113
2009-04-26 11:00:00,    7.187755,    0.000076,  363.978060,  183.322608,    6.912889,  102.122916,    3.907232,   53.570083,   39.162196,    1.069191,    0.841201,  406.217963,   56.353062,-9999.000000,-9999.000000,   11.203717
2009-04-26 23:00:00,    7.237854,    0.000076,  361.724472,  183.308729,    6.994291,  102.104825,    3.902593,   53.702939,   38.897189,    1.072646,    0.838316,  406.226644,   55.710298,-9999.000000,-9999.000000,   10.894811
2009-04-27 11:00:00,    7.414353,    0.000121,  360.097751,  182.988554,    7.043200,  102.215016,    3.893682,   53.839481,   38.380097,    1.074426,    0.834311,  405.640326,   54.726148,-9999.000000,-9999.000000,   10.896390
2009-04-27 23:00:00,    7.565113,    0.000128,  358.772658,  182.890894,    7.062007,  102.257769,    3.886291,   53.969423,   38.025785,    1.077667,    0.830203,  405.535397,   53.968433,-9999.000000,-9999.000000,   10.969683
2009-04-28 11:00:00,    7.623452,    0.000227,  357.702388,  182.399583,    7.055864,  102.632004,    3.874588,   54.158480,   37.462081,    1.078553,    0.830010,  404.566660,   52.929573,-9999.000000,-9999.000000,   11.252629
2009-04-28 23:00:00,    7.631497,    0.000227,  354.830905,  182.406770,    7.188665,  102.585298,    3.872581,   54.287256,   37.251366,    1.082181,    0.828386,  404.539257,   52.375512,-9999.000000,-9999.000000,   10.692094
2009-04-29 11:00:00,    7.804261,    0.000270,  354.391373,  181.934890,    7.127332,  102.699037,    3.860130,   54.422205,   36.651241,    1.083591,    0.824374,  403.757882,   51.304328,-9999.000000,-9999.000000,   11.325105
2009-04-29 23:00:00,    7.852706,    0.000270,  352.313197,  181.901631,    7.203107,  102.690016,    3.856323,   54.544094,   36.371247,    1.087185,    0.821147,  403.714040,   50.669411,-9999.000000,-9999.000000,   11.085322
2009-04-30 11:00:00,    7.924267,    0.000292,  351.089859,  181.635825,    7.186350,  102.746077,    3.847518,   54.669850,   35.879295,    1.089496,    0.816899,  403.232980,   49.758032,-9999.000000,-9999.000000,   11.357754
2009-04-30 23:00:00,    7.924267,    0.000292,  348.073787,  181.647174,    7.330545,  102.696812,    3.846600,   54.791068,   35.678816,    1.093178,    0.815523,  403.170469,   49.236207,-9999.000000,-9999.000000,   10.776024
2009-05-01 11:00:00,    7.974848,    0.000306,  348.593505,  181.367655,    7.210904,  102.805274,    3.835066,   54.903739,   35.092066,    1.095787,    0.807682,  402.815613,   48.214867,-9999.000000,-9999.000000,   11.584688
2009-05-01 23:00:00,    7.973750,    0.000306,  347.711659,  181.281436,    7.234336,  102.829647,    3.829887,   55.014594,   34.737645,    1.099332,    0.802675,  402.740396,   47.505971,-9999.000000,-9999.000000,   11.686799
2009-05-02 11:00:00,    7.926788,    0.000318,  345.725573,  181.148775,    7.282949,  102.821285,    3.824578,   55.127848,   34.426094,    1.102105,    0.801140,  402.354572,   46.856800,-9999.000000,-9999.000000,   11.464696
2009-05-02 23:00:00,    8.040716,    0.000319,  343.443915,  181.105463,    7.427443,  102.774499,    3.824035,   55.238148,   34.174895,    1.105721,    0.798541,  402.261070,   46.291714,-9999.000000,-9999.000000,   11.049218
2009-05-03 11:00:00,    8.137139,    0.000329,  344.129261,  180.872177,    7.367749,  102.823147,    3.814790,   55.339158,   33.707011,    1.108417,    0.792982,  401.877051,   45.451704,-9999.000000,-9999.000000,   11.498854
2009-05-03 23:00:00,    8.137139,    0.000329,  341.064003,  180.883887,    7.516065,  102.776540,    3.814803,   55.447967,   33.516599,    1.112077,    0.791827,  401.765382,   44.972695,-9999.000000,-9999.000000,   10.904401
2009-05-04 11:00:00,    8.137139,    0.000329,  337.989727,  180.895698,    7.664458,  102.732164,    3.815500,   55.555226,   33.327284,    1.115685,    0.790611,  401.647023,   44.497521,-9999.000000,-9999.000000,   10.320265
2009-05-04 23:00:00,    8.137139,    0.000329,  334.906737,  180.907613,    7.812972,  102.690014,    3.816840,   55.660945,   33.139063,    1.119239,    0.789332,  401.522077,   44.026198,-9999.000000,-9999.000000,    9.747440
