"parVals","aed_phytoplankton_micro","aed_phytoplankton_chloro","aed_phytoplankton_diatom","aed_phytoplankton_total"
0.4,5.6610055094034,3.51731889892636,5.01759694436514,14.1959213526949
0.8,5.5753270959384,3.4736877859753,9.64347787174269,17.4075131331211
1.2,5.69945053488071,3.50388407017435,20.8987151530957,28.3670970140263
1.6,5.50993759247609,3.44378374501632,48.2307166804273,54.60014175381
