"parVals","aed_phytoplankton_micro","aed_phytoplankton_chloro","aed_phytoplankton_diatom","aed_phytoplankton_total"
1.04,6.33629862757233,3.46623033906675,21.2845365072973,29.3399734379173
1.06,6.09282646370527,3.55284165323417,25.8094711366717,32.8746394217367
1.08,5.49245884903751,3.43445596894223,22.9919699704298,29.4413266101744
1.1,5.31759099219279,3.4750025207714,24.9938376033067,31.3688999001037
