time,temp,salt,aed_oxygen_oxy,aed_silica_rsi,aed_nitrogen_amm,aed_nitrogen_nit,aed_phosphorus_frp,aed_organic_matter_don,aed_organic_matter_pon,aed_organic_matter_dop,aed_organic_matter_pop,aed_organic_matter_doc,aed_organic_matter_poc,aed_phytoplankton_green,aed_phytoplankton_crypto,aed_phytoplankton_diatom
2009-04-14 11:00:00,    4.933960,    0.000000,  402.578040,  185.292941,    6.192345,  101.135091,    0.499489,   50.163178,   49.564122,    1.003622,    0.994305,  406.708464,   78.978249,-9999.000000,-9999.000000,    9.956865
2009-04-14 23:00:00,    5.080275,    0.000000,  400.723666,  185.244905,    6.184119,  100.749794,    0.458554,   50.325687,   49.110612,    1.007756,    0.989283,  406.919363,   77.932711,-9999.000000,-9999.000000,    9.955389
2009-04-15 11:00:00,    5.023433,    0.000000,  398.372515,  185.149417,    6.202460,   99.423289,    0.491901,   50.461710,   48.726175,    1.011460,    0.985782,  406.902578,   76.997513,-9999.000000,-9999.000000,    9.873469
2009-04-15 23:00:00,    5.023433,    0.000000,  395.844339,  185.159914,    6.265194,   96.933574,    0.515547,   50.627331,   48.500112,    1.015806,    0.985540,  407.104638,   76.310982,-9999.000000,-9999.000000,    9.795797
2009-04-16 11:00:00,    5.023433,    0.000000,  393.314279,  185.170471,    6.328090,   94.448903,    0.540510,   50.791519,   48.275310,    1.020134,    0.985279,  407.299567,   75.631169,-9999.000000,-9999.000000,    9.718736
2009-04-16 23:00:00,    5.023433,    0.000000,  390.782393,  185.181088,    6.391152,   91.969335,    0.565625,   50.954284,   48.051765,    1.024444,    0.984998,  407.487448,   74.958008,-9999.000000,-9999.000000,    9.642281
2009-04-17 11:00:00,    5.023473,    0.000000,  388.204012,  185.192322,    6.459389,   89.354501,    0.592155,   51.115636,   47.829306,    1.028734,    0.984693,  407.668332,   74.291165,-9999.000000,-9999.000000,    9.566440
2009-04-17 23:00:00,    5.023642,    0.000000,  385.507407,  185.205036,    6.540343,   86.383036,    0.622333,   51.275566,   47.607636,    1.033005,    0.984358,  407.842198,   73.630134,-9999.000000,-9999.000000,    9.491243
2009-04-18 11:00:00,    5.023753,    0.000000,  382.893003,  185.216762,    6.612426,   83.677408,    0.649891,   51.434104,   47.387173,    1.037257,    0.984004,  408.009288,   72.975515,-9999.000000,-9999.000000,    9.416604
2009-04-18 23:00:00,    5.023867,    0.000000,  380.275844,  185.228564,    6.684689,   80.975044,    0.677478,   51.591243,   47.167807,    1.041490,    0.983627,  408.169623,   72.327095,-9999.000000,-9999.000000,    9.342547
2009-04-19 11:00:00,    5.023974,    0.000000,  377.665568,  185.240320,    6.756144,   78.305016,    0.704800,   51.746992,   46.949540,    1.045704,    0.983229,  408.323289,   71.684821,-9999.000000,-9999.000000,    9.269066
2009-04-19 23:00:00,    5.024055,    0.000000,  375.072264,  185.251918,    6.825793,   75.697543,    0.731550,   51.901365,   46.732425,    1.049898,    0.982811,  408.470390,   71.048722,-9999.000000,-9999.000000,    9.196148
2009-04-20 11:00:00,    6.211194,    0.000000,  379.997249,  184.320869,    6.098817,   96.076265,    0.646779,   51.858604,   44.167658,    1.050699,    0.933855,  407.376377,   66.883532,-9999.000000,-9999.000000,    9.639705
2009-04-20 23:00:00,    6.215915,    0.000000,  378.806360,  184.286740,    6.094978,   95.642120,    0.649346,   52.006791,   43.745807,    1.054947,    0.929235,  407.484367,   65.949627,-9999.000000,-9999.000000,    9.616709
2009-04-21 11:00:00,    6.137190,    0.000000,  377.497866,  184.146467,    6.087411,   95.148740,    0.689219,   52.116643,   43.300805,    1.058419,    0.924022,  407.309976,   64.990659,-9999.000000,-9999.000000,    9.563237
2009-04-21 23:00:00,    6.181188,    0.000000,  376.272187,  184.106210,    6.084342,   94.716034,    0.691599,   52.258789,   42.889593,    1.062564,    0.919461,  407.398285,   64.090003,-9999.000000,-9999.000000,    9.551525
2009-04-22 11:00:00,    6.235137,    0.000000,  374.743034,  183.928231,    6.077259,   94.189991,    0.739441,   52.356116,   42.447526,    1.065813,    0.914175,  407.146091,   63.150324,-9999.000000,-9999.000000,    9.512312
2009-04-22 23:00:00,    6.299448,    0.000000,  372.273001,  183.922907,    6.142144,   91.874181,    0.761791,   52.500365,   42.201579,    1.070086,    0.913243,  407.220565,   62.496005,-9999.000000,-9999.000000,    9.453730
2009-04-23 11:00:00,    6.362245,    0.000000,  371.765673,  183.704323,    6.066976,   93.255488,    0.791298,   52.586100,   41.607777,    1.073097,    0.904414,  406.932192,   61.355142,-9999.000000,-9999.000000,    9.459014
2009-04-23 23:00:00,    6.545206,    0.000000,  370.454982,  183.661114,    6.082735,   92.327871,    0.798486,   52.723104,   41.239661,    1.077244,    0.900657,  406.986586,   60.538062,-9999.000000,-9999.000000,    9.452682
2009-04-24 11:00:00,    6.644622,    0.000000,  368.762780,  183.511373,    6.066787,   92.097900,    0.838380,   52.818493,   40.799857,    1.080536,    0.895222,  406.740214,   59.625673,-9999.000000,-9999.000000,    9.399021
2009-04-24 23:00:00,    7.089859,    0.000000,  368.357425,  183.455972,    6.058506,   91.831400,    0.838512,   52.953871,   40.386801,    1.084715,    0.890440,  406.777709,   58.750557,-9999.000000,-9999.000000,    9.405171
2009-04-25 11:00:00,    7.153459,    0.000000,  366.391720,  183.354857,    6.069612,   90.897490,    0.877911,   53.060684,   39.998693,    1.088347,    0.886232,  406.582454,   57.912729,-9999.000000,-9999.000000,    9.324386
2009-04-25 23:00:00,    7.156308,    0.000000,  365.093377,  183.338370,    6.053670,   90.846773,    0.877936,   53.193360,   39.574075,    1.092513,    0.881115,  406.601745,   57.030949,-9999.000000,-9999.000000,    9.272925
2009-04-26 11:00:00,    7.119844,    0.000000,  362.628428,  183.216203,    6.079515,   89.495751,    0.930379,   53.289528,   39.215788,    1.095968,    0.877496,  406.329537,   56.245912,-9999.000000,-9999.000000,    9.184219
2009-04-26 23:00:00,    7.138907,    0.000000,  359.667878,  183.226321,    6.180717,   86.309069,    0.963051,   53.423666,   38.982759,    1.100244,    0.876700,  406.333164,   55.640969,-9999.000000,-9999.000000,    9.107331
2009-04-27 11:00:00,    7.216877,    0.000000,  356.781817,  183.151841,    6.295095,   82.722198,    1.029246,   53.531484,   38.643164,    1.103973,    0.873384,  406.161910,   54.894498,-9999.000000,-9999.000000,    9.048229
2009-04-27 23:00:00,    7.475182,    0.000000,  356.896004,  182.859971,    6.140585,   86.095587,    1.081769,   53.587713,   38.106888,    1.106617,    0.865467,  405.649610,   53.882531,-9999.000000,-9999.000000,    9.046906
2009-04-28 11:00:00,    7.538146,    0.000000,  356.196144,  182.398421,    6.050434,   87.480514,    1.283919,   53.585927,   37.529981,    1.108075,    0.856518,  404.701667,   52.821704,-9999.000000,-9999.000000,    9.010433
2009-04-28 23:00:00,    7.539685,    0.000000,  352.527169,  182.420830,    6.220296,   82.564325,    1.334596,   53.714885,   37.322452,    1.112354,    0.856241,  404.669019,   52.267231,-9999.000000,-9999.000000,    8.925073
2009-04-29 11:00:00,    7.722163,    0.000000,  352.748029,  181.989832,    6.043061,   86.350382,    1.448460,   53.734202,   36.717961,    1.114298,    0.846507,  403.901031,   51.183262,-9999.000000,-9999.000000,    8.965567
2009-04-29 23:00:00,    7.722163,    0.000000,  349.678661,  182.003938,    6.140242,   83.366209,    1.479415,   53.859867,   36.513790,    1.118565,    0.846264,  403.850357,   50.641952,-9999.000000,-9999.000000,    8.878828
2009-04-30 11:00:00,    7.841589,    0.000000,  349.295209,  181.744637,    6.041815,   85.272484,    1.551241,   53.914528,   35.950227,    1.121248,    0.837259,  403.375100,   49.632646,-9999.000000,-9999.000000,    8.895260
